Variable,Region,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140
abatement_costs,EAF,0,7.86453e-05,0.000135671,0.000179969,0.000211206,0.000233095,0.000245297,0.000242615,0.000250045,0.000314208,0.000429797,0.000567042,0.000805446,0.00128737,0.00194772,0.00257623,0.00319914,0.00113541,0.00112706,0.00110084,0.00106433,0.00102769,0.000982657,0.000939696,0.000901993
abatement_costs,SAF,0,0.00768838,0.0140571,0.0188044,0.024282,0.0321846,0.0434207,0.0570197,0.0719085,0.0871204,0.102866,0.120437,0.140978,0.165191,0.190172,0.211045,0.22871,0.0809062,0.0697262,0.0586642,0.0479574,0.0378976,0.0284606,0.0203556,0.0137823
abatement_costs,WEU,0,0.0391976,0.274406,0.348417,0.433622,0.551869,0.724959,0.959863,1.22993,1.49225,1.75617,2.06026,2.38975,2.71544,2.87422,2.92858,3.06175,1.99537,2.02771,2.0524,2.06941,2.07801,2.06086,2.03685,2.01157
abatement_costs,CEU,0,0.0072235,0.0372856,0.0530814,0.0725733,0.0923749,0.115526,0.146307,0.182667,0.219532,0.26113,0.316992,0.376552,0.420174,0.468384,0.564914,0.68882,0.306741,0.317661,0.328687,0.339239,0.348554,0.353241,0.355974,0.357386
abatement_costs,TUR,0,0.00707136,0.0107701,0.0144981,0.0187972,0.0241544,0.0313176,0.0404444,0.0512947,0.0634656,0.0768455,0.0919514,0.111884,0.140739,0.175138,0.207911,0.241785,0.0881216,0.0845538,0.0808902,0.0772552,0.073998,0.0704562,0.0672114,0.0644508
abatement_costs,UKR,0,0.00411221,0.00699233,0.0116284,0.018106,0.0246629,0.0322539,0.0436814,0.0590877,0.0763186,0.095082,0.117238,0.143535,0.173873,0.210507,0.257557,0.317407,0.142394,0.149351,0.155903,0.161899,0.167498,0.171077,0.173694,0.175682
abatement_costs,STAN,0,0.00233159,0.00487268,0.00821468,0.0119207,0.0153654,0.0192704,0.0246991,0.0307829,0.0358957,0.0431861,0.0585183,0.0781555,0.0933813,0.105619,0.121693,0.142844,0.0522199,0.0495683,0.0472087,0.0451056,0.0432052,0.0411146,0.0392382,0.0376494
abatement_costs,RUS,0,0.047773,0.0824101,0.123813,0.168393,0.208162,0.246183,0.286622,0.34186,0.428622,0.526802,0.598509,0.662392,0.762759,0.888713,1.00716,1.12734,0.452114,0.429564,0.408509,0.388904,0.371755,0.35378,0.337949,0.324858
abatement_costs,ME,0,0.0294094,0.0480478,0.0728672,0.103893,0.136451,0.171569,0.209796,0.252186,0.300523,0.353895,0.412134,0.488005,0.600972,0.752421,0.93519,1.15441,0.432898,0.425639,0.414846,0.402034,0.388816,0.372301,0.356571,0.342727
abatement_costs,INDIA,0,0.00795476,0.016599,0.0297914,0.0500545,0.0804616,0.126511,0.193804,0.28876,0.418671,0.585912,0.789211,1.04388,1.40596,1.8102,2.22488,2.68851,1.0934,1.12493,1.15043,1.16976,1.1868,1.18983,1.18781,1.18357
abatement_costs,KOR,0,0.01509,0.0789787,0.105527,0.131674,0.157463,0.186006,0.217528,0.251397,0.287261,0.323096,0.356527,0.391595,0.436167,0.492805,0.488699,0.487843,0.28494,0.283694,0.283935,0.285196,0.287465,0.287941,0.288037,0.288048
abatement_costs,CHN,0,0.226324,0.997503,1.49608,2.00436,2.53692,3.14229,3.82552,4.56329,5.30659,5.9268,6.27989,6.47284,6.75407,7.2559,8.05215,8.20366,3.91634,3.83911,3.81315,3.82693,3.87343,3.90996,3.9521,3.99444
abatement_costs,SEAS,0,0.00821737,0.0145955,0.0238059,0.0341958,0.0409987,0.0475167,0.0620407,0.0838394,0.106812,0.135397,0.178792,0.227528,0.263227,0.293876,0.341273,0.40685,0.143745,0.135782,0.128602,0.12214,0.116215,0.109811,0.104106,0.0992786
abatement_costs,INDO,0,0.00854642,0.0166538,0.0289022,0.0468509,0.070614,0.103388,0.15003,0.214634,0.300056,0.403019,0.51509,0.640199,0.790818,0.967405,1.16602,1.40172,0.59897,0.613219,0.626251,0.637729,0.64903,0.653856,0.656558,0.658321
abatement_costs,JAP,0,0.00622443,0.0459745,0.152726,0.224909,0.273263,0.336703,0.418963,0.51326,0.607342,0.692743,0.76537,0.838999,0.88622,0.856559,0.842137,0.832664,0.645399,0.648332,0.654401,0.662536,0.6729,0.678822,0.683751,0.688252
abatement_costs,OCE,0,0.000527663,0.00964469,0.0532604,0.114218,0.149436,0.162002,0.177793,0.209922,0.269852,0.346071,0.417911,0.491904,0.48442,0.478098,0.469308,0.459356,0.453399,0.448816,0.44407,0.439286,0.43468,0.43017,0.425662,0.421146
abatement_costs,RSAS,0,0.000233786,0.000401825,0.000596963,0.000820318,0.00105701,0.00136045,0.00179486,0.00236053,0.00302894,0.00382658,0.00480705,0.00601307,0.00749555,0.00934631,0.0116889,0.0146185,0.00517493,0.00507009,0.00493225,0.00477626,0.0046174,0.00441949,0.00423179,0.00406686
abatement_costs,RSAF,0,3.28877e-08,0.000331397,0.000745486,0.0383066,0.0289184,0.000466471,0,0.000886516,0.00105211,0.00151171,0.00280848,0.00475462,0.00649369,0.0084194,0.0120401,0.0177371,0.00708839,0.00756582,0.00788419,0.00807515,0.00815821,0.00807905,0.00794559,0.007797
area_under_MAC,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,RCAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,RSAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,NAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,WAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,EAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,SAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,WEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,CEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,UKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,STAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,INDIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,SEAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,INDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,JAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,OCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,RSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area_under_MAC,RSAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rel_abatement_costs,CAN,0,0.00445123,0.0288189,0.0473191,0.0524356,0.0521249,0.05148,0.0569347,0.0677583,0.0806761,0.0931209,0.102478,0.106865,0.106157,0.101796,0.110142,0.128589,0.0881126,0.0923835,0.0958997,0.0987025,0.100673,0.10117,0.101133,0.100913
rel_abatement_costs,USA,0,0.00177841,0.0118651,0.0368416,0.0673972,0.0727142,0.0786174,0.0848744,0.0904826,0.0948562,0.0996645,0.107549,0.12014,0.137738,0.143658,0.148745,0.153223,0.0967399,0.0949241,0.0929213,0.0908297,0.0888188,0.0862411,0.0838026,0.0817393
rel_abatement_costs,MEX,0,0.00355551,0.0077812,0.00967643,0.0120067,0.0149857,0.0184389,0.0216461,0.0251192,0.0301016,0.036039,0.0415261,0.0473848,0.0555658,0.0657517,0.0765605,0.0884574,0.0332986,0.0316241,0.0300134,0.0284984,0.0271469,0.0257327,0.0244822,0.023462
rel_abatement_costs,RCAM,0,0.00232457,0.0033975,0.00428511,0.00511891,0.00600661,0.00727287,0.00912865,0.0112922,0.0133592,0.0155694,0.018391,0.0218005,0.0255926,0.0297267,0.034269,0.039476,0.0136885,0.0127136,0.0118382,0.0110613,0.0103874,0.00971421,0.00913182,0.00865478
rel_abatement_costs,BRA,0,0.00217273,0.0132817,0.0248918,0.0336766,0.0425109,0.048244,0.0463534,0.0400702,0.0391301,0.0495597,0.0726874,0.0954785,0.0994822,0.0724048,0.0539032,0.0447263,0.0336858,0.0221806,0.0133571,0.00664677,0.00101475,0,0,0
rel_abatement_costs,RSAM,0,0.003527,0.0139201,0.018261,0.0226814,0.0314423,0.0409804,0.0447876,0.0442551,0.0453807,0.0523639,0.0673892,0.0829799,0.0886811,0.0803782,0.0715736,0.0691398,0.0522061,0.0507693,0.0496351,0.0487242,0.0477737,0.0464188,0.0451366,0.0440598
rel_abatement_costs,NAF,0,0.0013018,0.00197802,0.00273032,0.00359745,0.00453927,0.0057883,0.0076185,0.0100822,0.0131154,0.0166493,0.0206207,0.0252626,0.0309944,0.0380074,0.0464635,0.056885,0.0217539,0.0217373,0.021655,0.021513,0.0213576,0.0209813,0.0205766,0.0201969
rel_abatement_costs,WAF,0,0.000697823,0.0009301,0.000984692,0.000985092,0.00103203,0.00148187,0.000750286,0.000347036,0.000562564,0.000772662,0.00105208,0.00132832,0.0015551,0.0017819,0.00209259,0.0024852,0.000831871,0.00077184,0.00071787,0.000670075,0.00062787,0.000585416,0.000549186,0.000519812
rel_abatement_costs,EAF,0,0.000105421,0.000145267,0.000160651,0.000159919,0.000150228,0.000135299,0.000115358,0.000103008,0.000112544,0.000134376,0.00015548,0.000194918,0.000276784,0.000373486,0.000441859,0.000494037,0.000159501,0.000146058,0.000133679,0.00012261,0.00011336,0.000104652,9.73723e-05,9.15537e-05
rel_abatement_costs,SAF,0,0.00926283,0.0143881,0.0167518,0.0192332,0.0230789,0.0285455,0.0346714,0.0407898,0.0465082,0.0521325,0.0584378,0.0659717,0.0750441,0.0844719,0.0922873,0.0986825,0.0342178,0.0289161,0.0239182,0.0192686,0.0150311,0.0111628,0.0079103,0.00531608
rel_abatement_costs,WEU,0,0.00248522,0.0160376,0.018682,0.0213917,0.0252443,0.0309625,0.0384751,0.0464342,0.053217,0.059491,0.0667948,0.0745444,0.081753,0.083772,0.0828824,0.0842345,0.0532193,0.0525463,0.0519036,0.0512688,0.0505844,0.0494335,0.0482827,0.047247
rel_abatement_costs,CEU,0,0.00249901,0.011376,0.0145081,0.0181353,0.0215573,0.0255129,0.0307645,0.0366683,0.0421434,0.0482716,0.0570524,0.066509,0.0731146,0.0804672,0.0959608,0.115802,0.0507545,0.0517893,0.0529126,0.0540283,0.0550045,0.0553167,0.0554006,0.0553535
rel_abatement_costs,TUR,0,0.00439931,0.00581166,0.00692042,0.00807042,0.00946316,0.011325,0.0136245,0.0162282,0.0189987,0.0219283,0.0251903,0.0295928,0.0360941,0.0436924,0.0505628,0.0573624,0.0203334,0.019012,0.0177905,0.016675,0.015716,0.0147618,0.0139283,0.0132423
rel_abatement_costs,UKR,0,0.00592824,0.00858302,0.0123455,0.0169871,0.0209058,0.024986,0.0310294,0.0385792,0.0459958,0.0535515,0.0627751,0.0739011,0.0865862,0.102057,0.122453,0.148493,0.0649937,0.0665913,0.068152,0.0696104,0.0710027,0.0716606,0.0720644,0.072352
rel_abatement_costs,STAN,0,0.002988,0.00484985,0.00664029,0.00822215,0.00948796,0.0110335,0.0134243,0.0160042,0.0178072,0.0205324,0.0269638,0.0351642,0.0411442,0.0456908,0.0518386,0.0599845,0.0215384,0.020097,0.0188591,0.0177922,0.0168559,0.0158906,0.0150499,0.0143535
rel_abatement_costs,RUS,0,0.0131922,0.0195627,0.0256275,0.0313316,0.0361201,0.0405897,0.0450387,0.0511494,0.0610669,0.0720891,0.0798074,0.0868494,0.0987053,0.113975,0.128606,0.1436,0.0569968,0.0535957,0.0505077,0.0477047,0.0452798,0.0428232,0.0406916,0.0389443
rel_abatement_costs,ME,0,0.00624665,0.00830919,0.0103858,0.0125382,0.0143985,0.0162061,0.0180145,0.0198387,0.0217209,0.0235462,0.0252842,0.0276316,0.0314127,0.0362754,0.0415547,0.0474113,0.0164861,0.0151808,0.0140214,0.0130019,0.0121219,0.0112653,0.010539,0.0099508
rel_abatement_costs,INDIA,0,0.000863747,0.0013952,0.00201555,0.00281228,0.00385,0.00525961,0.00711821,0.00951182,0.0125453,0.0162001,0.020414,0.0255346,0.0328039,0.0406223,0.0483781,0.056799,0.0223548,0.0223005,0.0222194,0.0221036,0.0220089,0.0217212,0.0214128,0.0211292
rel_abatement_costs,KOR,0,0.00650323,0.0296426,0.035598,0.0409895,0.0462233,0.0523252,0.0593466,0.0671874,0.0758599,0.0848826,0.0936505,0.103251,0.11583,0.132335,0.13309,0.134901,0.0796478,0.0800902,0.0808702,0.0818648,0.0830794,0.0836947,0.0841093,0.0844098
rel_abatement_costs,CHN,0,0.00659289,0.0234119,0.0303179,0.0366262,0.043004,0.050694,0.0601661,0.0710826,0.0826069,0.0930343,0.100373,0.106099,0.114034,0.126554,0.145378,0.153527,0.0756549,0.0765064,0.0781536,0.0804255,0.0832515,0.0856946,0.0880342,0.090134
rel_abatement_costs,SEAS,0,0.00220192,0.00325803,0.00457399,0.0057869,0.00620892,0.00652057,0.00779554,0.00973212,0.0115462,0.0137474,0.0172039,0.0209012,0.0232167,0.0250062,0.0281236,0.0325178,0.0111213,0.0101921,0.00940863,0.00874471,0.00816792,0.00759927,0.0071156,0.00672079
rel_abatement_costs,INDO,0,0.00354016,0.00530864,0.00739278,0.00995663,0.0128331,0.0164507,0.0213227,0.0277459,0.035879,0.0452563,0.0550429,0.0657338,0.0785768,0.0937178,0.110941,0.131374,0.0548534,0.0549245,0.0550435,0.0551681,0.0553806,0.0551499,0.0548625,0.0546102
rel_abatement_costs,JAP,0,0.00134529,0.00929654,0.0290175,0.0404355,0.0468711,0.055418,0.0664196,0.0787795,0.0908792,0.10189,0.11161,0.122017,0.128923,0.124955,0.123576,0.123041,0.0957624,0.0965259,0.0977324,0.0992268,0.101028,0.10213,0.103049,0.103869
rel_abatement_costs,OCE,0,0.000389099,0.0061996,0.0300467,0.0570959,0.0668323,0.0654284,0.0654257,0.0707686,0.0836653,0.0994724,0.112544,0.125242,0.117268,0.110707,0.104532,0.0985964,0.093713,0.0895412,0.0859747,0.0829215,0.0802861,0.0780145,0.0760687,0.0744023
rel_abatement_costs,RSAS,0,0.000136019,0.000192156,0.000245124,0.000296622,0.000341029,0.000395741,0.000474959,0.000571422,0.000672908,0.000782507,0.000907734,0.00105223,0.00121934,0.00141436,0.00164432,0.001915,0.000634169,0.000586001,0.00054319,0.000505469,0.000472675,0.000440272,0.000412634,0.000390134
rel_abatement_costs,RSAF,0,5.47477e-08,0.000454687,0.000876062,0.0390474,0.0252834,0.000345986,0,0.000469154,0.000470944,0.000574372,0.000910435,0.0013249,0.00156783,0.00177081,0.00221692,0.00288824,0.00103526,0.00100863,0.000977282,0.000944021,0.000909072,0.000866146,0.00082664,0.000793059
carbonprice,CAN,0,0.176435,0.591451,0.814231,0.90512,0.999695,1.10342,1.20999,1.32444,1.45927,1.61696,1.80155,2.02479,2.29918,2.44197,2.44199,2.44199,1.777,1.75522,1.73069,1.70468,1.68002,1.64838,1.6181,1.59192
carbonprice,USA,0,0.0990855,0.366112,0.808338,1.24065,1.33113,1.42752,1.53459,1.65527,1.79512,1.94944,2.11012,2.27634,2.44196,2.442,2.442,2.442,1.77172,1.72612,1.68206,1.64006,1.6013,1.55776,1.51775,1.48381
carbonprice,MEX,0,0.143874,0.242586,0.288076,0.341419,0.400094,0.471081,0.558544,0.662568,0.782689,0.920378,1.07943,1.26358,1.47505,1.71763,2.00025,2.33715,1.30004,1.3347,1.36131,1.38059,1.39511,1.39646,1.39184,1.38461
carbonprice,RCAM,0,0.111297,0.139059,0.164195,0.190421,0.216833,0.246117,0.27866,0.314038,0.352394,0.393673,0.437742,0.484891,0.535816,0.591636,0.65373,0.723454,0.360338,0.345444,0.331099,0.317594,0.305275,0.29229,0.280533,0.270475
carbonprice,BRA,0,0.0470736,0.153016,0.21802,0.249631,0.283058,0.324351,0.378225,0.444279,0.517733,0.594933,0.674219,0.766377,0.897158,0.926415,0.9006,0.876924,0.859859,0.844426,0.830149,0.816918,0.80443,1.16905e-10,3.86592e-11,2.79005e-11
carbonprice,RSAM,0,0.0755901,0.190483,0.242014,0.283273,0.325142,0.373571,0.434047,0.507095,0.590195,0.68016,0.774195,0.880485,1.01679,1.09137,1.06096,1.03307,0.872417,0.881982,0.8866,0.887149,0.885753,0.877604,0.867382,0.857236
carbonprice,NAF,0,0.0840447,0.112119,0.142396,0.176697,0.213768,0.257613,0.310853,0.374579,0.450089,0.537193,0.635671,0.74796,0.87715,1.02529,1.19545,1.39537,0.752671,0.768398,0.779832,0.787317,0.792431,0.789999,0.784699,0.7781
carbonprice,WAF,0,0.0117876,0.01461,0.0169076,0.0191752,0.0214782,0.0310972,0.0264204,0.0229781,0.0363628,0.0419803,0.0485891,0.0562596,0.0651141,0.0754496,0.087545,0.101194,0.0502501,0.0490075,0.0475288,0.0459645,0.0444243,0.0426784,0.0410643,0.0396634
carbonprice,EAF,0,0.00747233,0.0089435,0.0101001,0.0112838,0.0125516,0.014074,0.0158827,0.0180177,0.0205542,0.0235327,0.0269893,0.0309587,0.0355205,0.0408753,0.0472006,0.0543454,0.0268307,0.0260675,0.0252027,0.0243117,0.0234471,0.0224862,0.0216054,0.0208449
carbonprice,SAF,0,0.140786,0.19541,0.234336,0.277693,0.322752,0.373711,0.432367,0.499165,0.575646,0.663029,0.76228,0.874794,1.00218,1.14774,1.31917,1.53106,0.858015,0.882842,0.905964,0.926636,0.945802,0.956191,0.962059,0.964584
carbonprice,WEU,0,0.180407,0.633525,0.728186,0.822061,0.917729,1.02524,1.14737,1.28664,1.44884,1.63091,1.82709,2.04467,2.29674,2.44199,2.442,2.442,1.79805,1.79052,1.77867,1.76331,1.74656,1.7186,1.68939,1.66181
carbonprice,CEU,0,0.129169,0.368541,0.444944,0.526011,0.60452,0.689446,0.785632,0.897821,1.03292,1.18695,1.35107,1.53035,1.73829,1.97395,2.22208,2.44194,1.39088,1.40372,1.41451,1.42261,1.42977,1.42678,1.42028,1.41201
carbonprice,TUR,0,0.199807,0.24307,0.284152,0.328363,0.373449,0.42444,0.482826,0.548546,0.622473,0.705139,0.797071,0.899149,1.01234,1.14048,1.29065,1.46942,0.770392,0.766338,0.760582,0.753363,0.745656,0.732887,0.719137,0.705936
carbonprice,UKR,0,0.133457,0.177415,0.226369,0.28208,0.341393,0.41044,0.492984,0.591525,0.709684,0.843591,0.986449,1.14164,1.31617,1.50851,1.71417,1.94318,1.1289,1.15823,1.18429,1.20664,1.2271,1.2379,1.24421,1.24775
carbonprice,STAN,0,0.101611,0.146537,0.195743,0.247691,0.295726,0.342267,0.388807,0.44003,0.501946,0.571492,0.642504,0.717992,0.805634,0.906506,1.01835,1.1462,0.597739,0.591107,0.583945,0.576224,0.568661,0.557619,0.546277,0.535532
carbonprice,RUS,0,0.288141,0.374235,0.464857,0.557484,0.638322,0.72053,0.814954,0.924125,1.04779,1.18141,1.32408,1.47849,1.64292,1.82035,2.02269,2.2626,1.27891,1.28155,1.28347,1.28396,1.28402,1.2754,1.26455,1.25315
carbonprice,ME,0,0.168078,0.202077,0.237048,0.27253,0.302707,0.331808,0.361474,0.393424,0.429942,0.471878,0.51987,0.574572,0.636923,0.709808,0.796193,0.8944,0.454293,0.438929,0.422963,0.407164,0.392149,0.375877,0.361041,0.348241
carbonprice,INDIA,0,0.0470248,0.0654108,0.0859334,0.109863,0.136524,0.168041,0.205454,0.249225,0.300131,0.358624,0.425318,0.501908,0.598679,0.699218,0.806734,0.929526,0.518366,0.535409,0.550414,0.563105,0.574252,0.579883,0.582797,0.583861
carbonprice,KOR,0,0.202445,0.563525,0.663693,0.769189,0.874636,0.990972,1.12095,1.26286,1.41662,1.58488,1.77197,1.97941,2.2046,2.44009,2.44198,2.44199,1.71705,1.72582,1.73789,1.75154,1.76813,1.77584,1.77984,1.78136
carbonprice,CHN,0,0.180503,0.436071,0.547745,0.661886,0.776264,0.894663,1.01327,1.13423,1.2646,1.40697,1.56473,1.74246,1.94004,2.14933,2.35914,2.4133,1.5035,1.52035,1.54534,1.57608,1.61408,1.64677,1.67668,1.70201
carbonprice,SEAS,0,0.0777668,0.096814,0.115205,0.135073,0.155871,0.179435,0.205859,0.234969,0.267111,0.301792,0.338239,0.377029,0.419499,0.465879,0.515919,0.571591,0.284012,0.27321,0.262845,0.253018,0.243972,0.234236,0.225344,0.217603
carbonprice,INDO,0,0.0773517,0.111673,0.151383,0.198638,0.252272,0.3155,0.389441,0.473621,0.567907,0.672624,0.789035,0.91994,1.06758,1.23183,1.41401,1.62613,0.941375,0.975404,1.00726,1.03615,1.0634,1.08161,1.09491,1.10442
carbonprice,JAP,0,0.0876578,0.322418,0.70762,0.906182,1.01582,1.13992,1.28032,1.43656,1.61264,1.80888,2.02503,2.2662,2.44198,2.44199,2.442,2.442,2.08679,2.12289,2.16215,2.20217,2.24488,2.27474,2.29831,2.31671
carbonprice,OCE,0,0.0342409,0.216091,0.53863,0.757662,0.890079,1.00086,1.12414,1.25613,1.39866,1.55129,1.72284,1.91387,1.8645,1.80854,1.75815,1.71193,1.67829,1.64835,1.62052,1.59472,1.57073,1.54827,1.52719,1.5073
carbonprice,RSAS,0,0.0159037,0.0194859,0.0224316,0.0252511,0.0279118,0.0308123,0.0340388,0.0376737,0.0418263,0.0465205,0.0517372,0.0575148,0.063977,0.0714624,0.0803127,0.0904384,0.0440057,0.0422881,0.0405831,0.0389448,0.0374191,0.0357964,0.0343316,0.033076
carbonprice,RSAF,0,4.09711e-05,0.0164998,0.0179209,0.195491,0.178677,0.0157597,4.33189e-17,0.0339065,0.0403233,0.0481659,0.0575959,0.0687342,0.081824,0.0974623,0.116163,0.137409,0.0695082,0.068731,0.0673597,0.0656762,0.0638891,0.0616986,0.0596141,0.0577766
global_rel_abatement_costs,Global,0,0.0039015,0.0140603,0.0217491,0.029394,0.0331042,0.0372309,0.0419774,0.0470001,0.0522326,0.057657,0.063288,0.0693141,0.075639,0.0796933,0.0846912,0.0889641,0.0465384,0.0451258,0.0440012,0.0430984,0.0423751,0.0415359,0.0407959,0.0401857
capital_stock,CAN,3.0341,3.89676,4.70171,5.48812,6.28958,7.10757,7.93285,8.7451,9.53742,10.3182,11.0894,11.8495,12.6044,13.3628,14.1265,14.8327,15.4438,16.2233,16.9616,17.6516,18.2891,18.8755,19.4153,19.9066,20.3478
capital_stock,USA,33.8399,43.7092,53.4915,62.7593,71.1988,79.2583,86.8638,94.0439,100.898,107.543,113.96,119.978,125.42,130.149,134.61,138.828,142.86,149.091,155.171,161.02,166.58,171.818,176.734,181.285,185.433
capital_stock,MEX,3.69502,4.9472,6.2502,7.62152,9.05716,10.5421,12.0708,13.648,15.2706,16.9215,18.581,20.2355,21.8711,23.465,24.9918,26.4357,27.794,29.5898,31.3668,33.0899,34.7334,36.2831,37.7293,39.056,40.254
capital_stock,RCAM,1.09444,1.95929,2.8376,3.7273,4.6269,5.536,6.4526,7.37313,8.29488,9.21646,10.1354,11.0473,11.9484,12.836,13.7101,14.5721,15.4241,16.3931,17.3589,18.2995,19.1991,20.0489,20.8409,21.5664,22.2202
capital_stock,BRA,5.50615,7.26719,9.04932,10.8168,12.5547,14.2455,15.8987,17.5532,19.2203,20.8454,22.346,23.6415,24.735,25.7494,26.8922,28.094,29.292,30.5085,31.7457,32.9676,34.1467,35.2701,36.2987,37.2211,38.0392
capital_stock,RSAM,6.07902,8.03824,10.1077,12.303,14.6022,16.9499,19.3225,21.7518,24.2593,26.8147,29.3457,31.7565,34.0304,36.265,38.6045,41.0502,43.5344,46.2334,48.9204,51.5349,54.0325,56.3915,58.5987,60.6286,62.4655
capital_stock,NAF,2.71482,3.86609,5.21094,6.73232,8.4014,10.1853,12.0669,14.0408,16.099,18.2246,20.379,22.5112,24.5876,26.5893,28.4942,30.281,31.9437,33.8983,35.8039,37.6278,39.3473,40.952,42.4325,43.7785,44.9836
capital_stock,WAF,1.73629,2.83851,4.13595,5.6008,7.22904,9.03906,11.0583,13.3259,15.874,18.7312,21.9305,25.5029,29.4647,33.8211,38.5807,43.7497,49.3009,55.1855,61.2303,67.2357,73.0553,78.5968,83.7794,88.5364,92.8221
capital_stock,EAF,0.936153,1.40015,1.93764,2.5332,3.18792,3.91638,4.73051,5.63848,6.6515,7.78362,9.048,10.4553,12.0094,13.7112,15.5706,17.6015,19.7969,22.1228,24.5159,26.8965,29.2058,31.4064,33.4654,35.356,37.0597
capital_stock,SAF,1.59382,2.00171,2.45322,2.93989,3.44988,3.96984,4.49033,5.00654,5.51381,6.0067,6.47867,6.9218,7.32904,7.69416,8.01239,8.28373,8.51562,8.86935,9.20599,9.52387,9.8218,10.0998,10.3575,10.5934,10.8066
capital_stock,WEU,28.4402,36.6229,44.2229,51.6549,59.0025,66.23,73.2794,80.1131,86.7453,93.2294,99.5275,105.509,111.116,116.374,121.437,126.371,131.122,136.851,142.4,147.688,152.66,157.291,161.573,165.483,169
capital_stock,CEU,4.19948,5.88578,7.56283,9.23883,10.8773,12.4337,13.8867,15.2353,16.4926,17.6761,18.7724,19.7399,20.5646,21.2693,21.8632,22.3188,22.6339,23.295,23.8977,24.4429,24.9324,25.3695,25.7602,26.1069,26.4116
capital_stock,TUR,2.08228,3.06727,4.07582,5.10046,6.13149,7.15746,8.1689,9.15862,10.1201,11.0467,11.9305,12.7627,13.5359,14.2433,14.8846,15.4686,16.0054,16.6741,17.3199,17.9345,18.5124,19.0511,19.5491,20.0023,20.409
capital_stock,UKR,1.21891,1.58424,1.98302,2.41269,2.86335,3.32233,3.78494,4.25209,4.72556,5.20589,5.68081,6.12778,6.53365,6.89501,7.20511,7.45277,7.63294,7.97501,8.29242,8.5839,8.8491,9.08902,9.30585,9.49993,9.67168
capital_stock,STAN,0.736415,1.26645,1.88826,2.59075,3.3421,4.09658,4.81684,5.4791,6.0852,6.65388,7.1861,7.6642,8.08209,8.45015,8.77588,9.05872,9.30052,9.61178,9.90379,10.1754,10.4259,10.6558,10.8658,11.0555,11.225
