Variable,Region,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140
adapt_level,CAN,0,0.263879,0.476822,0.585798,0.671856,0.744998,0.809464,0.857292,0.886008,0.899099,0.89823,0.885574,0.864053,0.835687,0.818635,0.784024,0.705313,0.738368,0.739911,0.740363,0.739159,0.7272,0.66232,0.595429,0.536312
adapt_level,USA,0,0.262826,0.480243,0.610598,0.676526,0.751119,0.810156,0.852604,0.880216,0.897749,0.90782,0.909851,0.90196,0.86133,0.82986,0.783886,0.700138,0.745511,0.74617,0.745981,0.744675,0.736724,0.661414,0.59287,0.533267
adapt_level,MEX,0,0.0888316,0.243664,0.381871,0.576171,0.716727,0.820932,0.899675,0.957735,0.994946,1.01167,1.01104,0.994702,0.960566,0.910775,0.832969,0.71303,0.751986,0.756301,0.759729,0.761298,0.747043,0.675575,0.612719,0.558722
adapt_level,RCAM,0,0.0888262,0.24708,0.398301,0.598804,0.750684,0.864468,0.950091,1.0114,1.05217,1.0746,1.07806,1.06219,1.02778,0.978893,0.913095,0.791427,0.822333,0.820242,0.816926,0.812064,0.772189,0.695274,0.629273,0.572756
adapt_level,BRA,0,0.0888096,0.249276,0.386786,0.580207,0.716644,0.810596,0.881264,0.940731,0.987636,1.01791,1.01107,0.961205,0.887837,0.85024,0.796133,0.71455,0.712339,0.718609,0.724584,0.728168,0.729691,0.66301,0.601982,0.54951
adapt_level,RSAM,0,0.0888109,0.252404,0.394887,0.593265,0.73849,0.837844,0.911164,0.969161,1.01276,1.04084,1.03864,1.00233,0.946007,0.897177,0.841594,0.747766,0.765979,0.769599,0.77212,0.772343,0.753088,0.679292,0.615642,0.56109
adapt_level,NAF,0,0.0325206,0.0325303,0.0786927,0.116879,0.150182,0.177731,0.199031,0.214158,0.223794,0.228292,0.227866,0.222691,0.212725,0.198769,0.173253,0.147601,0.154279,0.156103,0.157589,0.157591,0.138835,0.118785,0.101893,0.0877858
adapt_level,WAF,0,0.032517,0.0618426,0.12037,0.16958,0.210733,0.240673,0.263191,0.278243,0.286325,0.28879,0.28555,0.276504,0.261612,0.24299,0.222155,0.197284,0.19702,0.193944,0.190636,0.179835,0.152931,0.130386,0.111516,0.0957573
adapt_level,EAF,0,0.0325177,0.0633824,0.120603,0.169743,0.21092,0.242448,0.265211,0.280221,0.289116,0.29233,0.289168,0.27975,0.264848,0.246425,0.225356,0.20104,0.199344,0.195807,0.192126,0.18052,0.153509,0.130871,0.111922,0.096096
adapt_level,SAF,0,0.0325381,0.0325839,0.0793985,0.117539,0.151924,0.180986,0.202913,0.217436,0.225919,0.229321,0.227983,0.221827,0.209715,0.189245,0.162172,0.138548,0.144368,0.146274,0.148048,0.148063,0.134791,0.116309,0.100157,0.0865239
adapt_level,WEU,0,0.031928,0.0319313,0.0319398,0.103809,0.174897,0.233966,0.278485,0.307737,0.326855,0.337867,0.336427,0.321651,0.289642,0.251516,0.205465,0.167641,0.175863,0.178374,0.179552,0.156084,0.128384,0.106172,0.088591,0.0748356
adapt_level,CEU,0,0.0319339,0.0319436,0.031966,0.0678168,0.146964,0.203518,0.245642,0.272435,0.290328,0.301975,0.302021,0.288644,0.270489,0.238385,0.194626,0.159125,0.156339,0.159374,0.160759,0.144162,0.120296,0.100264,0.0842115,0.071602
adapt_level,TUR,0,0.0888498,0.247151,0.39091,0.587164,0.732127,0.839761,0.918986,0.973772,1.00804,1.02429,1.02405,1.00755,0.972274,0.920827,0.850992,0.731315,0.765506,0.768928,0.771421,0.772056,0.753155,0.680536,0.616966,0.562368
adapt_level,UKR,0,0.159129,0.159381,0.285634,0.363001,0.424988,0.475895,0.514198,0.539674,0.556472,0.566507,0.568168,0.560986,0.547108,0.526335,0.474405,0.41867,0.440978,0.444425,0.447237,0.448104,0.435509,0.392873,0.350121,0.312821
adapt_level,STAN,0,0.159104,0.159303,0.295958,0.375932,0.439989,0.490662,0.527929,0.552865,0.570386,0.582535,0.583882,0.572473,0.554681,0.533944,0.498042,0.440633,0.459515,0.462239,0.464295,0.464551,0.447768,0.398145,0.353064,0.31451
adapt_level,RUS,0,0.097802,0.0978152,0.0978408,0.097916,0.161667,0.197435,0.223397,0.243099,0.254682,0.257239,0.255922,0.252743,0.240496,0.213728,0.189632,0.169679,0.166678,0.167759,0.161598,0.148905,0.137633,0.128553,0.121467,0.116023
adapt_level,ME,0,0.0305032,0.0305052,0.0305088,0.030518,0.100033,0.143627,0.17835,0.202582,0.217392,0.22362,0.222161,0.212862,0.190558,0.156621,0.129318,0.107515,0.0907427,0.0769038,0.0659236,0.0573461,0.0507431,0.045729,0.0419601,0.0391425
adapt_level,INDIA,0,0.0225089,0.0225089,0.0225092,0.0225102,0.0563675,0.0749684,0.090023,0.101056,0.107991,0.110807,0.109634,0.105066,0.0954545,0.0808005,0.0687231,0.0588574,0.0548153,0.0559881,0.0533648,0.0464697,0.040919,0.0365462,0.0331597,0.0305738
adapt_level,KOR,0,0.088896,0.232505,0.366386,0.560997,0.69977,0.804622,0.883099,0.938991,0.974493,0.991347,0.991845,0.977647,0.948291,0.879763,0.804532,0.691154,0.727314,0.730972,0.734391,0.736053,0.727491,0.666181,0.605948,0.553583
adapt_level,CHN,0,0.059015,0.0590163,0.0590237,0.18087,0.244886,0.298866,0.34061,0.369476,0.38566,0.389676,0.38492,0.374743,0.361081,0.329246,0.274723,0.230316,0.234932,0.236634,0.238748,0.239205,0.217377,0.18397,0.156682,0.134655
adapt_level,SEAS,0,0.0109495,0.0109497,0.01095,0.0109503,0.0109507,0.0109513,0.010952,0.0109528,0.0109536,0.0109544,0.0109551,0.0109556,0.010956,0.0109564,0.0109567,0.0109569,0.0109577,0.0109585,0.0109593,0.01096,0.0109605,0.0109608,0.0109607,0.0109603
adapt_level,INDO,0,0.0109498,0.0109501,0.0109506,0.0109513,0.0109522,0.0109533,0.0109546,0.0109562,0.010958,0.0109599,0.0109618,0.0109637,0.0109655,0.0109672,0.0109688,0.0109703,0.0109756,0.0109815,0.0109883,0.0109956,0.0110028,0.0110091,0.0110136,0.0110156
adapt_level,JAP,0,0.0285378,0.028562,0.103997,0.284146,0.43678,0.563208,0.657032,0.717416,0.753112,0.768133,0.763866,0.725886,0.655932,0.603108,0.512796,0.403387,0.425141,0.430769,0.43638,0.437908,0.392035,0.309701,0.243709,0.192279
adapt_level,OCE,0,0.0109627,0.0109711,0.0109791,0.0109873,0.0109981,0.0110164,0.0110575,0.0562089,0.0483911,0.0396979,0.032814,0.0274598,0.0233528,0.0202407,0.0179104,0.0161813,0.0149054,0.013964,0.0132676,0.0127507,0.0123653,0.0120765,0.0118586,0.0116928
adapt_level,RSAS,0,0.0109492,0.0109492,0.0109493,0.0109495,0.0109498,0.0109504,0.0395712,0.0635197,0.0803528,0.0740012,0.0594024,0.0480354,0.0391895,0.0323236,0.0270263,0.0229783,0.019921,0.0176373,0.0159444,0.0146934,0.0137681,0.0130809,0.012568,0.012183
adapt_level,RSAF,0,0.0325212,0.0691422,0.150448,0.157025,0.185092,0.233034,0.254666,0.268262,0.276781,0.280252,0.278201,0.270247,0.256487,0.239083,0.219217,0.19472,0.194994,0.192313,0.189316,0.179128,0.152385,0.129938,0.111145,0.0954504
adapt_costs,CAN,0,1.8199e-06,0.000329338,0.000295384,0.000332735,0.000372393,0.000412073,0.000416762,0.000394247,0.000364271,0.000325884,0.000284131,0.000244738,0.000207569,0.000225403,0.000159966,1.60916e-05,0.000284559,0.000217497,0.000215408,0.000210992,0.000179722,3.18725e-05,5.25557e-06,2.85026e-06
adapt_costs,USA,0,1.51415e-07,0.000336806,0.000347376,0.000300873,0.00038073,0.000400457,0.000399373,0.000386309,0.000374928,0.000363344,0.000343048,0.00030951,0.000191147,0.000195615,0.000131457,2.1204e-06,0.000315843,0.000219399,0.000217382,0.000214028,0.000194105,8.14401e-06,5.58218e-07,2.80219e-07
adapt_costs,MEX,0,1.7383e-07,0.000528962,0.000705744,0.000839316,0.000961958,0.00103972,0.00109399,0.00113013,0.00112713,0.00109296,0.00105048,0.000995185,0.000905215,0.000798598,0.000608735,0.000329394,0.000914158,0.000759516,0.000758441,0.000751058,0.000663905,0.000355583,0.00037893,0.000407278
adapt_costs,RCAM,0,1.52775e-07,0.000542085,0.000771964,0.000916714,0.00104548,0.0011347,0.00118467,0.00120568,0.001207,0.00118869,0.00113993,0.00106372,0.000967121,0.000865047,0.000737056,0.00036109,0.000956555,0.000788793,0.00077929,0.000766728,0.000556798,0.000335513,0.000368401,0.000398638
adapt_costs,BRA,0,8.98418e-08,0.000550604,0.000711794,0.000845445,0.000941347,0.000979884,0.00103549,0.00111954,0.00116921,0.00116976,0.00101784,0.000792474,0.000651809,0.000811372,0.000698741,0.000512959,0.000692382,0.000735466,0.000739218,0.000731445,0.000723349,0.000373936,0.000384657,0.00041219
adapt_costs,RSAM,0,9.47628e-08,0.000562715,0.000740101,0.00089483,0.00100183,0.00103372,0.00107912,0.00114187,0.00117876,0.00118241,0.00106862,0.000896192,0.000777455,0.000792384,0.000726843,0.000475171,0.000833977,0.000768424,0.000765498,0.000754645,0.000644608,0.000345535,0.000375839,0.000405056
adapt_costs,NAF,0,2.35038e-08,8.32451e-08,0.000332726,0.000398675,0.000477358,0.000524016,0.000540153,0.000532342,0.00051036,0.000474032,0.000424149,0.000362418,0.000288494,0.000214847,5.00325e-05,2.09742e-06,0.000286916,0.000252089,0.00025297,0.000240706,4.55597e-05,1.98889e-06,7.54895e-07,4.76869e-07
adapt_costs,WAF,0,-8.00184e-09,0.00020915,0.000526878,0.000661686,0.000753607,0.000761439,0.000768489,0.000743552,0.000696221,0.00064284,0.000569317,0.000477225,0.000369858,0.000279157,0.000203315,0.000105577,0.000339445,0.000305261,0.000294511,0.000199419,1.57416e-07,1.50818e-08,-3.39659e-09,-8.75305e-09
adapt_costs,EAF,0,-2.02602e-09,0.000220025,0.000520652,0.0006618,0.000754525,0.000783033,0.00077814,0.000749963,0.000714545,0.000662803,0.000581675,0.000482895,0.000378897,0.00029034,0.000208763,0.000119249,0.000332389,0.000305845,0.000294933,0.000193678,2.02024e-07,2.5732e-08,1.82085e-09,-5.18448e-09
adapt_costs,SAF,0,1.78557e-07,4.34008e-07,0.00033782,0.000400605,0.00049094,0.000547075,0.000558253,0.000537051,0.000505794,0.000466355,0.000415485,0.000350381,0.000259847,0.000130727,1.50916e-05,4.48258e-06,0.000255184,0.000229105,0.000232349,0.000218335,8.33987e-05,1.08342e-05,4.21603e-06,2.68986e-06
adapt_costs,WEU,0,8.47534e-09,1.92235e-08,5.93354e-08,0.000349123,0.00042155,0.000457415,0.000458879,0.000434446,0.000416699,0.000396578,0.000342228,0.000267829,0.000157469,8.88457e-05,6.85804e-06,1.19311e-06,0.000189207,0.000170137,0.00016633,4.55808e-05,1.58276e-06,5.45197e-07,3.08053e-07,2.25159e-07
adapt_costs,CEU,0,5.10042e-08,7.80862e-08,1.78744e-07,0.000183617,0.000412067,0.000407091,0.000406723,0.000379614,0.000365747,0.000354465,0.000306324,0.000234323,0.000193168,9.92152e-05,5.02287e-06,1.89253e-06,0.000125283,0.000150791,0.000146105,5.98421e-05,8.37973e-06,3.1118e-06,1.81407e-06,1.35874e-06
adapt_costs,TUR,0,2.43485e-07,0.000542282,0.000737223,0.000871977,0.000996021,0.0010766,0.00111714,0.00113031,0.00112517,0.00110287,0.00106487,0.00100624,0.000909634,0.00079846,0.000662515,0.000338701,0.00090743,0.000766845,0.000764711,0.000756362,0.000646431,0.000351698,0.00037673,0.000405364
adapt_costs,UKR,0,1.74539e-07,6.23303e-07,0.000259195,0.00024281,0.000270195,0.000293,0.000298206,0.000288617,0.000280393,0.000270654,0.000248946,0.000218629,0.000189535,0.000155819,4.12283e-05,5.23053e-06,0.000200143,0.000160099,0.000160644,0.000156807,0.000117324,2.54359e-05,7.4473e-06,4.477e-06
adapt_costs,STAN,0,1.16741e-07,4.83783e-07,0.000282155,0.000258899,0.000288125,0.000306032,0.000308071,0.000298838,0.000294438,0.00029026,0.00026102,0.000215633,0.00018418,0.000161135,9.6769e-05,1.06201e-05,0.000206482,0.000170688,0.00017058,0.000166484,0.000114613,1.10823e-05,2.94267e-06,1.74652e-06
adapt_costs,RUS,0,3.51538e-08,5.90001e-08,1.22915e-07,3.47105e-07,0.000219783,0.000177517,0.000178475,0.000181005,0.000167748,0.000141128,0.000127157,0.000118063,7.75083e-05,1.01075e-05,2.10473e-06,1.07246e-06,4.57091e-05,5.75623e-05,3.34561e-05,6.9563e-06,2.69523e-06,1.63592e-06,1.26168e-06,1.12446e-06
adapt_costs,ME,0,9.54634e-09,1.54803e-08,3.33181e-08,9.0593e-08,0.000464638,0.000406845,0.000424446,0.000409672,0.000381935,0.00034297,0.000295538,0.000233979,0.000121722,2.46477e-06,5.13044e-07,2.65073e-07,4.19628e-06,7.12647e-07,2.40141e-07,1.21122e-07,7.58462e-08,5.48807e-08,4.42364e-08,3.89461e-08
adapt_costs,INDIA,0,-1.57578e-08,-1.03354e-08,-6.76232e-09,4.19539e-09,0.000371222,0.000306076,0.000328348,0.000327511,0.000308584,0.000273613,0.000226169,0.000174827,9.2336e-05,1.44102e-06,2.28549e-07,1.18361e-07,4.436e-05,9.32648e-05,5.3468e-05,6.89529e-07,1.83121e-07,9.0626e-08,5.98886e-08,4.78835e-08
adapt_costs,KOR,0,4.20376e-07,0.000486503,0.000667555,0.0008074,0.000939524,0.00102563,0.0010753,0.00110002,0.0010981,0.0010743,0.00103862,0.000990938,0.0009192,0.000679266,0.000602429,0.000352176,0.000875243,0.000734151,0.000735981,0.000729347,0.000675416,0.000400247,0.000389801,0.000414416
adapt_costs,CHN,0,-1.1841e-08,-3.43047e-09,2.64832e-08,0.000462054,0.000371549,0.000406335,0.000414735,0.000402489,0.000374167,0.000332737,0.000294066,0.000262366,0.000234601,0.000133979,5.41543e-07,2.19572e-07,0.000170509,0.000162543,0.00016599,0.000160926,6.64654e-05,1.32088e-06,4.6627e-07,3.08008e-07
adapt_costs,SEAS,0,-6.11777e-09,-3.69773e-09,-9.83879e-10,2.39823e-09,6.72007e-09,1.19155e-08,1.75238e-08,2.30118e-08,2.79785e-08,3.17432e-08,3.37629e-08,3.46434e-08,3.54434e-08,3.65124e-08,3.77832e-08,3.99527e-08,5.15223e-08,5.7954e-08,6.32407e-08,6.6778e-08,6.80326e-08,6.67508e-08,6.33603e-08,5.91385e-08
adapt_costs,INDO,0,-1.19928e-09,2.4858e-09,7.51368e-09,1.4026e-08,2.23485e-08,3.25356e-08,4.43457e-08,5.71574e-08,7.00847e-08,8.23936e-08,9.39273e-08,1.04722e-07,1.14754e-07,1.24292e-07,1.3354e-07,1.43841e-07,2.32974e-07,2.84203e-07,3.39311e-07,3.93569e-07,4.40985e-07,4.73028e-07,4.83493e-07,4.77783e-07
adapt_costs,JAP,0,8.82977e-08,1.6887e-07,0.000295885,0.00066847,0.000707465,0.000732657,0.000718212,0.000677688,0.000641511,0.000600426,0.000548716,0.000435779,0.00030325,0.00030714,0.000144703,1.37312e-05,0.000364145,0.000327235,0.000331422,0.000322211,0.000167156,1.21532e-05,4.07617e-06,2.52763e-06
adapt_costs,OCE,0,2.68484e-07,2.6556e-07,2.98911e-07,3.44841e-07,4.41779e-07,6.48674e-07,1.21002e-06,0.000633357,3.83332e-05,3.22833e-06,1.41523e-06,8.82717e-07,7.39584e-07,6.73548e-07,6.61727e-07,6.90901e-07,7.65134e-07,8.47743e-07,9.3642e-07,1.02849e-06,1.12003e-06,1.20536e-06,1.27938e-06,1.34169e-06
adapt_costs,RSAS,0,-1.27957e-08,-9.43216e-09,-7.64754e-09,-5.79183e-09,-2.51798e-09,7.15266e-09,0.000411248,0.00041581,0.000394844,0.000131353,1.40159e-07,3.31413e-08,9.73459e-09,1.08419e-09,-2.88082e-09,-4.74657e-09,-5.1282e-09,-5.47998e-09,-5.64851e-09,-5.64238e-09,-5.49482e-09,-5.22952e-09,-4.8575e-09,-4.3673e-09
adapt_costs,RSAF,0,2.77978e-08,0.000261393,0.000785609,0.000293164,0.000552501,0.000899397,0.000729617,0.000694037,0.000668947,0.000625938,0.000559208,0.000470406,0.000367679,0.000281721,0.000206032,0.000103698,0.000338947,0.000304644,0.000293952,0.00020335,6.5364e-07,1.09522e-07,4.09625e-08,2.1242e-08
adapt_FAD,CAN,0,4.40973e-08,5.32384e-08,6.45195e-08,7.8082e-08,9.3473e-08,1.09528e-07,1.25624e-07,1.42221e-07,1.60001e-07,1.79749e-07,2.02044e-07,2.2702e-07,2.54634e-07,2.80757e-07,3.07286e-07,3.42241e-07,4.06677e-07,4.66953e-07,5.35724e-07,6.15094e-07,7.14054e-07,8.78781e-07,1.10281e-06,1.40161e-06
adapt_FAD,USA,0,0,0,0,7.34201e-10,2.52094e-09,4.42566e-09,6.43133e-09,8.54182e-09,1.07243e-08,1.28947e-08,1.49631e-08,1.68851e-08,1.92994e-08,2.1818e-08,2.46877e-08,2.8718e-08,3.5489e-08,4.16226e-08,4.85843e-08,5.65661e-08,6.62008e-08,8.36685e-08,1.06624e-07,1.37013e-07
adapt_FAD,MEX,0,3.01621e-09,1.49602e-08,5.44076e-08,0.000155477,0.000248209,0.000312908,0.000360293,0.000392505,0.00041352,0.000425502,0.000427178,0.000417692,0.000399031,0.000374278,0.000347634,0.000323982,0.000304304,0.000302198,0.000300547,0.000299836,0.000307059,0.000343774,0.000377218,0.000406639
adapt_FAD,RCAM,0,3.09966e-09,1.5682e-08,5.40039e-08,0.000142008,0.000231902,0.000291123,0.000333753,0.000363182,0.000381497,0.000389843,0.000389179,0.000379872,0.000362182,0.000337994,0.000306312,0.000284545,0.000269456,0.00027049,0.000272121,0.000274511,0.00029415,0.000333137,0.000367874,0.000398427
adapt_FAD,BRA,0,0,3.77494e-09,2.49301e-08,0.000153142,0.000248221,0.000318143,0.000370264,0.000402107,0.00041772,0.000421815,0.000427117,0.000437465,0.000441864,0.00040848,0.000367449,0.000323136,0.000324309,0.000321153,0.000318167,0.000316417,0.000315728,0.000350269,0.00038292,0.000411589
adapt_FAD,RSAM,0,0,3.08986e-09,2.25661e-08,0.000145406,0.000237735,0.000304345,0.000354107,0.000386092,0.000403302,0.000408627,0.000411146,0.000413216,0.000407273,0.000381706,0.00034296,0.000306227,0.000297133,0.000295353,0.000294124,0.000294041,0.000303678,0.000341442,0.000375194,0.000404815
adapt_FAD,NAF,0,0,0,0,0,1.9616e-09,4.67078e-09,7.81819e-09,1.1394e-08,1.53849e-08,1.97486e-08,2.43993e-08,2.92198e-08,3.41062e-08,3.9127e-08,4.42032e-08,4.92574e-08,6.31068e-08,7.60143e-08,9.0737e-08,1.07534e-07,1.26564e-07,1.48105e-07,1.72793e-07,2.01807e-07
adapt_FAD,WAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adapt_FAD,EAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adapt_FAD,SAF,0,1.23255e-08,1.66907e-08,2.33647e-08,3.14146e-08,4.11146e-08,5.24272e-08,6.52863e-08,7.97161e-08,9.58345e-08,1.13597e-07,1.32711e-07,1.5274e-07,1.73403e-07,1.95546e-07,2.19414e-07,2.45864e-07,3.25746e-07,3.96227e-07,4.78991e-07,5.75622e-07,6.87558e-07,8.15891e-07,9.63403e-07,1.13581e-06
adapt_FAD,WEU,0,0,0,0,0,0,3.23871e-10,2.17161e-09,4.15052e-09,6.28662e-09,8.54302e-09,1.08449e-08,1.31724e-08,1.55338e-08,1.81358e-08,2.08677e-08,2.36472e-08,3.08116e-08,3.73792e-08,4.48045e-08,5.25828e-08,6.097e-08,7.0481e-08,8.14766e-08,9.46144e-08
adapt_FAD,CEU,0,1.72573e-09,4.31213e-09,7.40621e-09,1.20559e-08,1.85622e-08,2.56532e-08,3.35751e-08,4.24539e-08,5.25544e-08,6.37813e-08,7.57221e-08,8.82578e-08,1.01596e-07,1.15232e-07,1.27181e-07,1.39057e-07,1.84207e-07,2.2186e-07,2.65355e-07,3.12647e-07,3.64612e-07,4.24079e-07,4.92793e-07,5.74198e-07
adapt_FAD,TUR,0,8.28608e-09,2.52655e-08,7.9089e-08,0.000149183,0.000240845,0.000303435,0.000350007,0.000383597,0.000406043,0.000418179,0.000419613,0.000410313,0.000392466,0.000368819,0.000338168,0.000314711,0.000297593,0.000295948,0.000294775,0.000294534,0.000304043,0.000341236,0.000374986,0.000404699
adapt_FAD,UKR,0,1.38939e-08,2.29287e-08,3.38925e-08,4.74732e-08,6.41833e-08,8.40706e-08,1.07013e-07,1.3317e-07,1.62527e-07,1.94405e-07,2.27985e-07,2.62563e-07,2.97174e-07,3.32364e-07,3.74062e-07,4.13307e-07,5.52858e-07,6.6466e-07,7.95223e-07,9.4841e-07,1.1402e-06,1.40384e-06,1.73089e-06,2.13161e-06
adapt_FAD,STAN,0,6.17032e-09,1.20529e-08,1.87918e-08,2.68553e-08,3.63504e-08,4.73081e-08,5.97427e-08,7.37035e-08,8.8979e-08,1.04885e-07,1.21133e-07,1.37957e-07,1.5504e-07,1.72209e-07,1.90227e-07,2.10205e-07,2.55358e-07,2.98619e-07,3.4778e-07,4.04116e-07,4.75028e-07,5.73528e-07,6.92227e-07,8.35433e-07
adapt_FAD,RUS,0,0,3.15599e-09,7.54918e-09,1.32847e-08,2.32083e-08,3.5831e-08,5.20567e-08,7.15552e-08,9.29094e-08,1.14128e-07,1.32585e-07,1.45351e-07,1.51347e-07,1.53e-07,1.521e-07,1.51201e-07,2.04774e-07,2.45572e-07,2.91205e-07,3.41267e-07,3.98383e-07,4.6471e-07,5.42381e-07,6.35318e-07
adapt_FAD,ME,0,0,0,0,0,0,0,2.33818e-09,4.92075e-09,7.41056e-09,9.46556e-09,1.07303e-08,1.09898e-08,1.01768e-08,8.69564e-09,7.35787e-09,6.29296e-09,7.60265e-09,8.3842e-09,9.35091e-09,1.05557e-08,1.20561e-08,1.39425e-08,1.63341e-08,1.94091e-08
adapt_FAD,INDIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18576e-09,3.49574e-09,5.93974e-09,8.35821e-09,1.11641e-08,1.44567e-08,1.83457e-08,2.30304e-08
adapt_FAD,KOR,0,1.96419e-08,4.68595e-08,1.43713e-07,0.000163866,0.000256421,0.000321312,0.000369381,0.000403239,0.000425578,0.0004377,0.000438761,0.000427896,0.00040628,0.000391863,0.00036329,0.000335718,0.000317392,0.00031574,0.00031425,0.000313696,0.000318368,0.000350386,0.00038289,0.000411888
adapt_FAD,CHN,0,0,0,0,0,0,0,0,0,2.73138e-09,5.77419e-09,8.85275e-09,1.16287e-08,1.38454e-08,1.57538e-08,1.69236e-08,1.81302e-08,2.92672e-08,3.9122e-08,5.12763e-08,6.61373e-08,8.38818e-08,1.04156e-07,1.27209e-07,1.53602e-07
adapt_FAD,SEAS,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34403e-10,1.36642e-09,2.43897e-09,3.56522e-09,5.56718e-09,7.41585e-09,9.47704e-09,1.17966e-08,1.4446e-08,1.75211e-08,2.11562e-08,2.55698e-08
adapt_FAD,INDO,0,0,0,0,0,0,0,1.40935e-09,3.53503e-09,5.96976e-09,8.75195e-09,1.19332e-08,1.55542e-08,1.96339e-08,2.4224e-08,2.93714e-08,3.52661e-08,5.1099e-08,6.42275e-08,7.97218e-08,9.79286e-08,1.19476e-07,1.45047e-07,1.75293e-07,2.11522e-07
adapt_FAD,JAP,0,5.5494e-09,8.42715e-09,1.31692e-08,2.01456e-08,2.78358e-08,3.63001e-08,4.5613e-08,5.60569e-08,6.79532e-08,8.1463e-08,9.65992e-08,1.13843e-07,1.34333e-07,1.58355e-07,1.85132e-07,2.14206e-07,2.73569e-07,3.36842e-07,4.12463e-07,5.02618e-07,6.12961e-07,7.42498e-07,8.86762e-07,1.04915e-06
adapt_FAD,OCE,0,3.94182e-08,4.4392e-08,4.86952e-08,5.3129e-08,5.93344e-08,6.70918e-08,7.53949e-08,1.23242e-07,1.30972e-07,1.34983e-07,1.397e-07,1.45573e-07,1.57725e-07,1.72766e-07,1.9148e-07,2.13809e-07,2.45374e-07,2.81409e-07,3.22295e-07,3.689e-07,4.22577e-07,4.85142e-07,5.59317e-07,6.4963e-07
adapt_FAD,RSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adapt_FAD,RSAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70645e-10,1.0557e-09,2.08271e-09,3.26029e-09,4.60964e-09,6.21006e-09,8.17509e-09
adapt_IAD,CAN,0,1.7758e-06,0.000329285,0.00029532,0.000332657,0.000372299,0.000411963,0.000416637,0.000394105,0.000364111,0.000325704,0.000283929,0.000244511,0.000207314,0.000225122,0.000159659,1.57493e-05,0.000284152,0.00021703,0.000214873,0.000210377,0.000179008,3.09937e-05,4.15276e-06,1.44865e-06
adapt_IAD,USA,0,1.54732e-07,0.000336808,0.000347377,0.000300873,0.000380728,0.000400452,0.000399367,0.000386301,0.000374918,0.000363331,0.000343033,0.000309493,0.000191128,0.000195593,0.000131432,2.09168e-06,0.000315808,0.000219357,0.000217334,0.000213971,0.000194039,8.06034e-06,4.51593e-07,1.43206e-07
adapt_IAD,MEX,0,1.70814e-07,0.000528947,0.00070569,0.000683839,0.000713749,0.000726811,0.000733693,0.000737626,0.000713611,0.000667456,0.000623305,0.000577493,0.000506184,0.000424321,0.000261101,5.41219e-06,0.000609853,0.000457318,0.000457893,0.000451222,0.000356846,1.18096e-05,1.71205e-06,6.38666e-07
adapt_IAD,RCAM,0,1.49675e-07,0.000542069,0.00077191,0.000774706,0.000813575,0.000843579,0.00085092,0.000842499,0.000825499,0.000798843,0.00075075,0.00068385,0.000604939,0.000527054,0.000430744,7.6545e-05,0.000687099,0.000518303,0.000507169,0.000492216,0.000262648,2.37603e-06,5.26527e-07,2.10826e-07
adapt_IAD,BRA,0,9.26299e-08,0.0005506,0.00071177,0.000692304,0.000693126,0.000661741,0.000665221,0.000717431,0.000751486,0.000747943,0.000590719,0.000355009,0.000209945,0.000402892,0.000331291,0.000189822,0.000368074,0.000414314,0.000421051,0.000415029,0.000407622,2.3667e-05,1.73733e-06,6.00702e-07
adapt_IAD,RSAM,0,9.78206e-08,0.000562712,0.000740078,0.000749424,0.000764095,0.00072938,0.000725011,0.000755779,0.000775458,0.000773779,0.000657475,0.000482976,0.000370182,0.000410678,0.000383883,0.000168944,0.000536844,0.000473071,0.000471374,0.000460605,0.00034093,4.09316e-06,6.44529e-07,2.40928e-07
adapt_IAD,NAF,0,2.84125e-08,8.70615e-08,0.000332728,0.000398676,0.000477356,0.000524011,0.000540145,0.000532331,0.000510344,0.000474012,0.000424125,0.000362389,0.00028846,0.000214808,4.99883e-05,2.04816e-06,0.000286853,0.000252013,0.00025288,0.000240599,4.54331e-05,1.84079e-06,5.82102e-07,2.75061e-07
adapt_IAD,WAF,0,1.16837e-09,0.000209159,0.000526887,0.000661695,0.000753616,0.000761447,0.000768497,0.00074356,0.000696229,0.000642848,0.000569325,0.000477233,0.000369866,0.000279165,0.000203322,0.000105585,0.000339453,0.000305268,0.000294518,0.000199426,1.63778e-07,2.10808e-08,2.17092e-09,0
adapt_IAD,EAF,0,6.79806e-09,0.000220034,0.00052066,0.000661808,0.000754533,0.000783041,0.000778148,0.000749971,0.000714552,0.000662811,0.000581682,0.000482902,0.000378904,0.000290347,0.000208769,0.000119256,0.000332396,0.000305851,0.000294939,0.000193683,2.07206e-07,3.04419e-08,5.96804e-09,0
